Date,Store,Date,Weekly_Sales,IsHoliday
2011-01-07,4,2011-01-07,37.92,False
2011-01-07,19,2011-01-07,78.72,False
2011-01-07,21,2011-01-07,162.76,False
2011-01-07,45,2011-01-07,9.0,False
2011-01-07,35,2011-01-07,47.72,False
2011-01-07,25,2011-01-07,35.92,False
2011-01-07,27,2011-01-07,70.92,False
2011-01-07,18,2011-01-07,61.4,False
2011-01-07,1,2011-01-07,51.84,False
2011-01-07,9,2011-01-07,33.0,False
2011-01-07,20,2011-01-07,-18.0,False
2011-01-07,26,2011-01-07,25.92,False
2011-01-07,34,2011-01-07,4.0,False
2011-01-07,22,2011-01-07,66.84,False
2011-01-07,7,2011-01-07,71.84,False
2011-01-07,3,2011-01-07,65.92,False
2011-01-07,28,2011-01-07,45.92,False
2011-01-07,17,2011-01-07,152.76,False
2011-01-07,23,2011-01-07,96.84,False
2011-01-07,10,2011-01-07,83.68,False
2011-01-07,6,2011-01-07,-8.0,False
2011-01-07,41,2011-01-07,-5.0,False
2011-01-07,24,2011-01-07,144.0,False
2011-01-07,2,2011-01-07,61.84,False
2011-01-07,39,2011-01-07,108.0,False
2011-01-07,29,2011-01-07,8.0,False
2011-01-07,32,2011-01-07,101.64,False
2011-01-07,40,2011-01-07,84.92,False
2011-01-07,31,2011-01-07,-13.0,False
2011-01-07,13,2011-01-07,160.92,False
2011-01-07,14,2011-01-07,163.84,False
2011-01-07,12,2011-01-07,2.08,False
2011-01-07,11,2011-01-07,147.68,False
2011-01-07,5,2011-01-07,75.0,False
2011-01-14,34,2011-01-14,30.0,False
2011-01-14,6,2011-01-14,47.92,False
2011-01-14,7,2011-01-14,25.92,False
2011-01-14,21,2011-01-14,191.76,False
2011-01-14,39,2011-01-14,21.0,False
2011-01-14,15,2011-01-14,17.0,False
2011-01-14,45,2011-01-14,5.88,False
2011-01-14,25,2011-01-14,25.92,False
2011-01-14,18,2011-01-14,40.92,False
2011-01-14,3,2011-01-14,26.76,False
2011-01-14,23,2011-01-14,141.84,False
2011-01-14,22,2011-01-14,-44.08,False
2011-01-14,16,2011-01-14,25.92,False
2011-01-14,40,2011-01-14,96.5,False
2011-01-14,17,2011-01-14,40.92,False
2011-01-14,31,2011-01-14,11.76,False
2011-01-14,26,2011-01-14,-48.94,False
2011-01-14,20,2011-01-14,54.0,False
2011-01-14,2,2011-01-14,-2.0,False
2011-01-14,9,2011-01-14,63.92,False
2011-01-14,19,2011-01-14,40.68,False
2011-01-14,13,2011-01-14,88.0,False
2011-01-14,35,2011-01-14,40.92,False
2011-01-14,27,2011-01-14,38.0,False
2011-01-14,11,2011-01-14,117.48,False
2011-01-14,10,2011-01-14,202.8,False
2011-01-14,41,2011-01-14,65.88,False
2011-01-14,28,2011-01-14,45.92,False
2011-01-14,32,2011-01-14,-15.0,False
2011-01-14,14,2011-01-14,142.84,False
2011-01-14,29,2011-01-14,12.0,False
2011-01-14,12,2011-01-14,38.92,False
2011-01-14,4,2011-01-14,30.92,False
2011-01-14,24,2011-01-14,5.0,False
