Date,Store,Date,Weekly_Sales,IsHoliday
2011-01-07,19,2011-01-07,59560.82,False
2011-01-07,7,2011-01-07,20666.13,False
2011-01-07,40,2011-01-07,51286.39,False
2011-01-07,18,2011-01-07,9483.38,False
2011-01-07,28,2011-01-07,83761.23,False
2011-01-07,6,2011-01-07,46794.16,False
2011-01-07,29,2011-01-07,5147.63,False
2011-01-07,5,2011-01-07,1233.21,False
2011-01-07,41,2011-01-07,57559.7,False
2011-01-07,39,2011-01-07,58650.6,False
2011-01-07,30,2011-01-07,32086.64,False
2011-01-07,16,2011-01-07,1652.42,False
2011-01-07,17,2011-01-07,16702.78,False
2011-01-07,26,2011-01-07,43008.94,False
2011-01-07,43,2011-01-07,31547.42,False
2011-01-07,36,2011-01-07,10876.98,False
2011-01-07,44,2011-01-07,16635.57,False
2011-01-07,31,2011-01-07,73148.54,False
2011-01-07,38,2011-01-07,29991.29,False
2011-01-07,25,2011-01-07,7161.85,False
2011-01-07,33,2011-01-07,8581.09,False
2011-01-07,35,2011-01-07,6861.64,False
2011-01-07,34,2011-01-07,34385.86,False
2011-01-07,4,2011-01-07,64638.61,False
2011-01-07,20,2011-01-07,90296.32,False
2011-01-07,2,2011-01-07,82980.32,False
2011-01-07,37,2011-01-07,31191.84,False
2011-01-07,24,2011-01-07,61038.43,False
2011-01-07,11,2011-01-07,43142.69,False
2011-01-07,32,2011-01-07,48535.1,False
2011-01-07,27,2011-01-07,72493.11,False
2011-01-07,21,2011-01-07,7093.16,False
2011-01-07,12,2011-01-07,6049.55,False
2011-01-07,3,2011-01-07,103.77,False
2011-01-07,9,2011-01-07,357.0,False
2011-01-07,14,2011-01-07,110711.42,False
2011-01-07,42,2011-01-07,48516.01,False
2011-01-07,15,2011-01-07,4022.98,False
2011-01-07,10,2011-01-07,12602.91,False
2011-01-07,23,2011-01-07,31926.14,False
2011-01-07,1,2011-01-07,66465.54,False
2011-01-07,22,2011-01-07,24868.22,False
2011-01-07,8,2011-01-07,33853.47,False
2011-01-07,13,2011-01-07,82581.02,False
2011-01-07,45,2011-01-07,16962.36,False
2011-01-14,2,2011-01-14,86676.77,False
2011-01-14,30,2011-01-14,34794.37,False
2011-01-14,22,2011-01-14,24388.74,False
2011-01-14,33,2011-01-14,10473.71,False
2011-01-14,8,2011-01-14,32719.96,False
2011-01-14,44,2011-01-14,17724.21,False
