Date,Store,Date,Weekly_Sales,IsHoliday
2011-01-07,17,2011-01-07,1501.5,False
2011-01-07,25,2011-01-07,1410.5,False
2011-01-07,39,2011-01-07,1548.5,False
2011-01-07,7,2011-01-07,363.0,False
2011-01-07,1,2011-01-07,2029.75,False
2011-01-07,16,2011-01-07,403.0,False
2011-01-07,23,2011-01-07,2882.64,False
2011-01-07,40,2011-01-07,1460.0,False
2011-01-07,20,2011-01-07,3259.5,False
2011-01-07,19,2011-01-07,2363.0,False
2011-01-07,22,2011-01-07,2547.0,False
2011-01-07,29,2011-01-07,1292.75,False
2011-01-07,6,2011-01-07,2394.0,False
2011-01-07,2,2011-01-07,2662.75,False
2011-01-07,4,2011-01-07,3539.25,False
2011-01-07,21,2011-01-07,1947.75,False
2011-01-07,41,2011-01-07,1759.5,False
2011-01-07,18,2011-01-07,2269.25,False
2011-01-07,10,2011-01-07,6761.0,False
2011-01-07,34,2011-01-07,1514.75,False
2011-01-07,35,2011-01-07,1722.0,False
2011-01-07,15,2011-01-07,1938.0,False
2011-01-07,24,2011-01-07,1244.0,False
2011-01-07,14,2011-01-07,2535.5,False
2011-01-07,5,2011-01-07,639.5,False
2011-01-07,3,2011-01-07,1178.0,False
2011-01-07,45,2011-01-07,1510.75,False
2011-01-07,26,2011-01-07,1515.0,False
2011-01-07,11,2011-01-07,2818.25,False
2011-01-07,9,2011-01-07,1084.0,False
2011-01-07,12,2011-01-07,2636.25,False
2011-01-07,13,2011-01-07,2705.5,False
2011-01-07,32,2011-01-07,1497.75,False
2011-01-07,31,2011-01-07,1429.75,False
2011-01-07,28,2011-01-07,1920.5,False
2011-01-07,8,2011-01-07,1411.0,False
2011-01-07,27,2011-01-07,1958.25,False
2011-01-14,31,2011-01-14,1453.5,False
2011-01-14,17,2011-01-14,1029.5,False
2011-01-14,34,2011-01-14,1487.0,False
2011-01-14,20,2011-01-14,2643.0,False
2011-01-14,16,2011-01-14,209.0,False
2011-01-14,40,2011-01-14,1297.2,False
2011-01-14,18,2011-01-14,1783.5,False
2011-01-14,25,2011-01-14,714.5,False
2011-01-14,7,2011-01-14,313.0,False
2011-01-14,19,2011-01-14,1377.5,False
2011-01-14,23,2011-01-14,2589.0,False
2011-01-14,28,2011-01-14,1460.99,False
2011-01-14,22,2011-01-14,2092.5,False
2011-01-14,29,2011-01-14,1038.0,False
2011-01-14,14,2011-01-14,2291.0,False
2011-01-14,41,2011-01-14,1537.0,False
2011-01-14,13,2011-01-14,2013.5,False
2011-01-14,10,2011-01-14,6098.0,False
2011-01-14,2,2011-01-14,2311.0,False
2011-01-14,21,2011-01-14,1803.5,False
2011-01-14,1,2011-01-14,1865.0,False
2011-01-14,12,2011-01-14,2276.0,False
2011-01-14,27,2011-01-14,1513.0,False
2011-01-14,9,2011-01-14,1070.0,False
2011-01-14,24,2011-01-14,1168.5,False
2011-01-14,26,2011-01-14,1205.0,False
2011-01-14,3,2011-01-14,1481.0,False
2011-01-14,15,2011-01-14,1303.0,False
2011-01-14,45,2011-01-14,1317.0,False
2011-01-14,39,2011-01-14,1905.0,False
2011-01-14,35,2011-01-14,2216.0,False
2011-01-14,8,2011-01-14,1306.0,False
2011-01-14,11,2011-01-14,3241.75,False
2011-01-14,4,2011-01-14,2928.0,False
2011-01-14,5,2011-01-14,1110.0,False
2011-01-14,32,2011-01-14,1316.0,False
2011-01-14,6,2011-01-14,2213.0,False
2011-01-21,16,2011-01-21,476.0,False
2011-01-21,34,2011-01-21,1330.0,False
2011-01-21,31,2011-01-21,1667.0,False
2011-01-21,39,2011-01-21,2001.0,False
2011-01-21,13,2011-01-21,2092.5,False
2011-01-21,9,2011-01-21,1346.0,False
2011-01-21,24,2011-01-21,1150.5,False
2011-01-21,41,2011-01-21,1308.5,False
2011-01-21,27,2011-01-21,1544.0,False
2011-01-21,6,2011-01-21,2252.0,False
2011-01-21,14,2011-01-21,2860.5,False
2011-01-21,22,2011-01-21,2184.0,False
2011-01-21,3,2011-01-21,1098.0,False
2011-01-21,15,2011-01-21,1278.5,False
2011-01-21,32,2011-01-21,1647.5,False
2011-01-21,45,2011-01-21,1510.0,False
2011-01-21,28,2011-01-21,1332.0,False
2011-01-21,20,2011-01-21,2312.0,False
2011-01-21,23,2011-01-21,2356.0,False
2011-01-21,10,2011-01-21,6595.0,False
2011-01-21,19,2011-01-21,1469.5,False
2011-01-21,8,2011-01-21,1409.0,False
2011-01-21,21,2011-01-21,1749.5,False
2011-01-21,25,2011-01-21,1481.0,False
2011-01-21,5,2011-01-21,726.0,False
2011-01-21,35,2011-01-21,1584.0,False
2011-01-21,18,2011-01-21,1482.0,False
2011-01-21,40,2011-01-21,1282.1,False
2011-01-21,17,2011-01-21,1066.0,False
2011-01-21,4,2011-01-21,2771.5,False
2011-01-21,12,2011-01-21,1972.0,False
2011-01-21,11,2011-01-21,2416.5,False
2011-01-21,29,2011-01-21,775.0,False
2011-01-21,2,2011-01-21,2645.0,False
2011-01-21,1,2011-01-21,1828.57,False
2011-01-21,26,2011-01-21,954.0,False
2011-01-21,7,2011-01-21,155.0,False
2011-01-28,25,2011-01-28,1365.0,False
2011-01-28,16,2011-01-28,85.0,False
2011-01-28,18,2011-01-28,1880.41,False
2011-01-28,19,2011-01-28,1639.91,False
2011-01-28,10,2011-01-28,6393.85,False
2011-01-28,12,2011-01-28,2518.97,False
2011-01-28,7,2011-01-28,294.0,False
2011-01-28,20,2011-01-28,2351.88,False
2011-01-28,23,2011-01-28,2676.79,False
2011-01-28,27,2011-01-28,1506.5,False
2011-01-28,21,2011-01-28,1718.88,False
2011-01-28,4,2011-01-28,2572.0,False
2011-01-28,17,2011-01-28,752.97,False
2011-01-28,1,2011-01-28,1937.0,False
2011-01-28,9,2011-01-28,743.0,False
2011-01-28,24,2011-01-28,1393.44,False
2011-01-28,26,2011-01-28,863.0,False
2011-01-28,15,2011-01-28,1524.26,False
2011-01-28,45,2011-01-28,1271.0,False
2011-01-28,40,2011-01-28,1675.0,False
2011-01-28,39,2011-01-28,1256.0,False
2011-01-28,3,2011-01-28,1153.0,False
2011-01-28,8,2011-01-28,1351.0,False
2011-01-28,29,2011-01-28,1334.0,False
2011-01-28,5,2011-01-28,723.0,False
2011-01-28,11,2011-01-28,3264.94,False
2011-01-28,32,2011-01-28,995.0,False
2011-01-28,6,2011-01-28,3014.61,False
2011-01-28,35,2011-01-28,1229.97,False
2011-01-28,28,2011-01-28,1954.08,False
2011-01-28,31,2011-01-28,1490.97,False
2011-01-28,2,2011-01-28,3448.76,False
2011-01-28,41,2011-01-28,1284.64,False
2011-01-28,13,2011-01-28,1954.88,False
2011-01-28,14,2011-01-28,1679.97,False
2011-01-28,22,2011-01-28,2024.91,False
2011-01-28,34,2011-01-28,1346.0,False
2011-02-04,14,2011-02-04,2821.67,False
2011-02-04,17,2011-02-04,1234.0,False
2011-02-04,13,2011-02-04,2862.82,False
2011-02-04,21,2011-02-04,2031.91,False
2011-02-04,39,2011-02-04,1628.44,False
2011-02-04,15,2011-02-04,1379.88,False
2011-02-04,25,2011-02-04,1520.94,False
2011-02-04,16,2011-02-04,519.5,False
2011-02-04,27,2011-02-04,1909.29,False
2011-02-04,3,2011-02-04,2055.0,False
2011-02-04,10,2011-02-04,8263.67,False
2011-02-04,2,2011-02-04,3171.82,False
2011-02-04,45,2011-02-04,1451.88,False
2011-02-04,20,2011-02-04,4395.7,False
2011-02-04,34,2011-02-04,1218.0,False
2011-02-04,12,2011-02-04,3863.15,False
2011-02-04,40,2011-02-04,1143.0,False
2011-02-04,18,2011-02-04,1779.91,False
2011-02-04,4,2011-02-04,3436.4,False
2011-02-04,35,2011-02-04,1482.85,False
2011-02-04,26,2011-02-04,1001.53,False
2011-02-04,29,2011-02-04,1403.97,False
2011-02-04,5,2011-02-04,1686.0,False
2011-02-04,31,2011-02-04,1478.88,False
2011-02-04,22,2011-02-04,2700.61,False
2011-02-04,28,2011-02-04,2867.76,False
2011-02-04,9,2011-02-04,1226.0,False
2011-02-04,23,2011-02-04,3585.25,False
2011-02-04,41,2011-02-04,1263.35,False
2011-02-04,6,2011-02-04,2730.52,False
2011-02-04,19,2011-02-04,2051.76,False
2011-02-04,1,2011-02-04,3111.97,False
2011-02-04,11,2011-02-04,4140.95,False
2011-02-04,8,2011-02-04,2158.03,False
2011-02-04,24,2011-02-04,1098.79,False
2011-02-04,7,2011-02-04,383.01,False
2011-02-04,32,2011-02-04,1447.0,False
2011-02-11,11,2011-02-11,4839.96,True
2011-02-11,22,2011-02-11,3171.7,True
2011-02-11,20,2011-02-11,4998.43,True
2011-02-11,4,2011-02-11,4587.76,True
2011-02-11,41,2011-02-11,1535.58,True
2011-02-11,32,2011-02-11,2070.75,True
2011-02-11,39,2011-02-11,2203.82,True
2011-02-11,5,2011-02-11,1751.0,True
2011-02-11,35,2011-02-11,2729.97,True
2011-02-11,13,2011-02-11,3407.79,True
2011-02-11,6,2011-02-11,2919.76,True
2011-02-11,17,2011-02-11,1566.82,True
2011-02-11,3,2011-02-11,2268.03,True
2011-02-11,8,2011-02-11,2347.06,True
2011-02-11,27,2011-02-11,1428.82,True
2011-02-11,34,2011-02-11,2170.0,True
2011-02-11,1,2011-02-11,3080.82,True
2011-02-11,28,2011-02-11,2863.67,True
2011-02-11,26,2011-02-11,1385.0,True
2011-02-11,23,2011-02-11,4220.46,True
2011-02-11,31,2011-02-11,2005.67,True
2011-02-11,14,2011-02-11,2928.85,True
2011-02-11,19,2011-02-11,2436.76,True
2011-02-11,24,2011-02-11,1900.85,True
2011-02-11,29,2011-02-11,1917.03,True
2011-02-11,18,2011-02-11,2362.85,True
2011-02-11,9,2011-02-11,1777.5,True
2011-02-11,7,2011-02-11,423.5,True
2011-02-11,21,2011-02-11,2649.91,True
2011-02-11,10,2011-02-11,8948.08,True
2011-02-11,15,2011-02-11,2402.91,True
2011-02-11,25,2011-02-11,1242.0,True
2011-02-11,12,2011-02-11,3875.73,True
2011-02-11,2,2011-02-11,3873.88,True
