Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,54,55,56,58,59,60,65,67,71,72,74,77,78,79,80,81,82,83,85,87,90,91,92,93,94,95,96,97,98,99
2010-02-05,19596.298000000003,44396.26422222223,10763.753333333334,26795.594888888885,24821.167555555563,4923.649523809525,16999.288,33943.07044444445,12458.780465116277,17192.953333333335,14804.253409090907,3925.6344186046504,33842.594888888896,16548.09822222222,4471.079555555556,12415.212888888891,3790.3961363636363,1948.0386206896553,7165.728648648649,5733.0375555555565,13886.539999999999,22447.535128205127,6547.306216216217,8309.048636363637,8507.176829268292,2282.794054054054,854.8506976744185,6224.031081081081,4956.265135135135,2366.7223809523807,7911.241904761904,7039.039473684212,16715.002105263156,2613.2245945945942,856.1864864864865,3721.6466666666656,67176.7788888889,,49741.996,842.775945945946,4749.097674418605,,4994.002631578946,17.8704347826087,18998.74844444444,33.666666666666664,1317.4966666666667,10206.892857142857,2978.0,25.573461538461537,2314.1597674418604,258.40135135135137,13537.148292682929,1013.5674358974359,4704.462121212121,773.174888888889,469.24666666666667,41057.25,8128.400444444444,9341.007297297296,80302.15595238096,15076.212666666668,,11.181818181818182,27304.145111111113,13733.272105263159,16606.906666666666,12830.426666666666,4071.828048780488,1982.153636363637,14164.341162790695,48869.056,39018.272000000004,84025.84155555555,28420.043902439025,36149.53083333334,70456.22066666668,12637.064375,14910.795454545454,7149.398780487804,0.015
2010-02-12,32381.831111111103,40871.505999999994,9540.911555555556,23890.702666666668,26700.75162790697,6002.061190476191,17377.267111111112,30563.850888888883,13073.830697674419,16940.854666666666,13149.555333333336,3464.9113636363636,29499.880666666664,15877.12266666667,5616.670444444445,11917.67888888889,11654.788409090908,1956.831111111111,6513.59918918919,5606.735777777778,13548.776216216216,23563.85578947368,6604.067567567567,9168.379534883721,8502.437,2130.6964864864867,781.8579069767442,6784.668648648649,4693.9318918918925,2301.016046511628,10997.087435897436,6964.282702702703,16517.763783783783,2331.3389189189193,894.982162162162,3445.2155555555564,59701.05600000001,,45271.184222222226,1020.1672972972974,4289.277906976745,0.25,4914.466153846153,28.393157894736845,17901.375111111112,102.08083333333333,1135.0845454545454,11195.480384615385,3060.4,30.54034482758621,2238.3988372093027,310.89027027027026,15135.316829268293,1512.7831578947369,4062.6970967741936,728.6388888888889,463.64000000000004,39799.36,14746.439333333334,8545.458378378378,73875.40214285714,13509.37266666667,,7.75,24061.563111111107,13600.475,15112.003777777778,13142.85622222222,4181.193902439025,2001.9770454545455,12581.417441860463,45136.82555555555,35622.51533333334,76529.71777777778,26278.602439024387,29933.405909090907,66136.65133333333,14027.0321875,13946.563863636366,8987.685476190478,0.01
2010-02-19,24850.16355555556,43593.02066666666,9119.98088888889,24750.70533333333,25243.57886363636,6160.51880952381,18737.23022222222,31429.293555555556,13354.368636363635,17339.745333333332,12947.359999999997,3764.1511363636364,31394.62177777778,16169.230444444443,6382.357111111112,12473.104444444443,8892.551363636363,1599.9918750000002,6593.00641025641,5624.6433333333325,14322.026216216216,24215.651842105268,6247.87081081081,8606.077500000001,9070.761794871796,2100.3343243243244,849.7141860465116,7170.722432432432,5157.071351351351,2348.349756097561,13122.453414634148,6715.960000000001,17890.604054054056,2561.076756756757,998.3684210526316,3681.523333333333,60282.414444444454,0.78,48085.10999999999,1019.5894736842104,4836.862093023256,,4436.397435897436,19.144583333333333,19403.63911111111,48.7475,1149.2727272727273,12969.973846153849,3666.0,23.239090909090912,2457.096511627907,421.60729729729735,15504.606046511626,1945.6709999999998,3746.525625,848.4013636363638,432.32413793103444,42908.44,11805.574444444444,8749.567837837838,72257.14238095237,14710.239555555556,,5.857142857142857,24217.380666666668,12548.978421052632,14602.88,13330.536444444444,4955.273170731707,2104.004523809524,11530.821111111112,43915.90311111111,34358.17044444445,73622.038,24513.449268292683,33627.32977777778,62534.1731111111,12372.622500000001,12948.836818181817,7092.973255813954,4.495
2010-02-26,15142.03511111111,41322.924,9223.560444444445,23907.430888888888,19896.952093023254,5057.153095238095,15984.829777777775,30389.71488888889,13068.847906976745,17252.708444444448,12537.405111111108,4074.45488372093,30713.866222222226,15142.434444444443,6446.976222222222,11769.756222222222,713.5099999999999,1704.1276666666665,6484.588421052631,5370.273777777778,12471.022702702701,21751.836216216216,5745.299473684211,7860.020888888889,8191.192564102563,1806.597027027027,774.6202325581395,5264.393783783785,4535.916486486487,2233.8242857142855,6343.061951219513,5806.593243243243,16214.081351351348,2173.9659459459463,982.9342105263158,3460.014444444445,61272.541999999994,7.02,46333.02866666667,873.1607894736842,4647.2297674418605,,4298.942631578948,30.0255,18061.177111111112,-43.2,1119.1818181818182,11372.359259259261,2628.818181818182,28.4741935483871,2178.255813953488,240.17324324324323,12153.9175,1387.009523809524,3606.891935483871,689.3028888888888,406.4344827586207,40515.35,5558.932222222224,7790.803783783784,61237.67690476191,14333.189777777781,,10.285714285714286,23461.495555555557,12873.38837837838,14765.336666666668,12087.436444444442,4269.460975609755,2097.4966666666664,10893.446222222223,43002.54955555555,33027.64866666667,71204.66799999999,23172.368292682928,30305.4675,61986.93622222222,12476.0140625,12424.505454545455,7185.641891891892,
2010-03-05,16947.834888888887,43508.24044444445,9392.897111111111,25455.694444444445,21643.893953488372,4836.523095238095,17322.672888888887,32316.71311111111,14653.438604651163,16948.534222222224,12447.556444444444,4210.997045454546,33083.34066666666,16248.901111111112,8253.597555555556,12166.465777777777,496.18159090909097,2058.715555555556,6792.362631578947,5821.664,12222.276756756759,21721.21605263158,6616.666216216216,8504.472727272729,8513.676585365854,1814.3102702702702,838.3523255813953,5453.954864864865,4697.044054054054,2207.6738095238097,6614.226190476191,6497.071351351351,18042.893783783784,2726.0586486486486,1113.1034210526316,3456.448888888889,65977.62577777776,0.78,49442.38355555555,920.1559459459459,5210.027441860465,,4501.618157894736,23.23346153846154,19347.012222222223,-115.82249999999999,707.4975000000001,11269.305357142859,3556.4869999999996,26.888214285714287,2269.351627906977,239.86324324324326,12751.58076923077,2361.4969230769234,4277.896875,700.7006666666668,520.0142857142857,49353.2,6192.49511111111,7301.124054054053,62939.471904761915,15262.126666666663,,7.25,26294.064,13391.967297297295,15509.337333333331,12707.01377777778,4663.986585365854,2086.7737209302327,12776.695348837207,44570.46288888889,35729.234888888896,77349.44911111111,25659.61926829268,34794.528648648644,66540.87200000002,12342.9253125,13604.273863636367,7321.8175675675675,0.01
2010-03-12,17864.154,42411.07044444444,8946.667555555556,24087.364444444444,25274.179302325574,4915.199047619048,18450.50755555556,30648.815333333343,15822.652954545454,17293.699333333334,11780.270666666667,4410.746744186047,31217.62177777777,15468.661555555556,10547.818000000001,11937.112444444445,1606.1450000000002,1877.948620689655,6390.205749999999,5530.031333333333,11894.765945945946,21389.96051282051,6015.169473684211,8983.530227272726,8240.448536585367,1749.395135135135,867.2369767441859,4996.395789473684,4507.632432432432,1993.307619047619,6613.752,6174.97052631579,17094.047297297297,3207.947027027027,1463.3815789473683,3369.276111111111,65099.5351111111,,46930.33066666666,870.4773684210526,5651.707209302325,,4177.421463414634,30.412916666666664,18851.997555555554,-113.33333333333333,853.6,11896.171923076921,3325.818181818182,24.038800000000002,2329.851627906977,221.75675675675674,13299.809736842108,3254.5600000000004,3378.2960000000003,688.3153333333332,413.09285714285716,50266.09,6498.745555555555,7042.771315789473,54016.98547619047,14125.417777777782,,9.4,23504.94666666667,12674.634102564101,15319.716444444444,12276.188444444442,4310.2353658536595,2051.128372093023,10353.529333333334,43866.18755555556,35031.38977777778,74339.47911111113,26066.32829268293,33715.638974358975,66494.65022222223,12345.845937499998,13334.457272727273,6746.138500000001,
2010-03-19,18815.254888888885,41067.55066666667,8251.002222222221,23663.291555555552,24734.926046511624,5039.206428571429,20462.364000000005,29742.904000000002,18119.089545454543,17971.35844444444,11810.221111111112,4698.329318181819,29969.484444444446,14381.497111111108,15369.841111111113,11487.508444444444,2365.0673333333334,2094.465925925926,6321.05923076923,5444.962888888889,11034.584054054054,22819.842631578947,6170.58918918919,9724.984545454545,8314.78475,1649.4894594594593,796.7232558139534,5182.913783783784,4559.414864864866,1962.843,6424.904390243902,6919.653243243243,18364.472702702704,3229.788378378378,2064.972972972973,3367.3455555555556,58448.81688888888,0.78,45044.68377777778,1066.9783783783782,5392.399069767442,,4055.431463414634,22.16333333333333,18583.558444444443,-28.427500000000002,989.1,11688.94,2763.3333333333335,21.971739130434788,2295.407441860465,245.5727027027027,12786.59325,4335.280000000001,3479.02935483871,649.5984444444445,345.35483870967744,51445.84,6419.7588888888895,6303.197027027028,47053.29452380952,13554.354444444449,,2.142857142857143,22576.030666666666,12778.218918918918,14893.748666666668,12235.329777777779,3909.5021951219505,1999.5958139534882,10417.965000000002,42230.15822222221,33057.640222222224,68950.21177777776,24804.553658536584,38045.88176470588,66754.34022222224,13344.7371875,12751.517272727273,6893.0244999999995,12.0
2010-03-26,23238.320444444445,40580.96222222223,8143.411555555556,23549.97422222222,37149.35697674418,4899.480952380952,20506.482444444442,29488.84088888889,17397.28860465116,16965.240222222223,11010.837777777779,4538.40976744186,29424.161111111116,13381.087333333327,14765.225333333334,10712.985999999999,4067.1068888888894,1896.0217857142857,6112.654102564102,5553.5199999999995,10013.56054054054,21530.479736842102,5997.734594594594,9438.452727272726,8063.417948717947,1502.8281081081082,796.8513953488371,4712.39054054054,4354.231891891893,1725.3666666666666,5507.298809523809,6010.918947368422,15948.715675675676,2880.227837837838,1641.1618918918919,2993.2477777777776,60110.91600000001,,44822.32288888889,1138.1313513513514,5281.97046511628,,4157.575128205129,22.35857142857143,18305.81111111111,2.5720000000000027,978.8888888888889,9632.604285714287,2990.76,16.275714285714283,2250.5013953488374,207.0118918918919,10580.733,4271.369534883721,3368.055625,614.275681818182,367.46333333333325,47243.95,6485.775555555555,5959.745405405406,43355.21738095238,12721.23333333333,,9.645,21570.75888888889,12330.410789473683,14511.220888888887,11680.446222222221,3606.8826829268287,2053.376046511628,9954.225681818183,41120.79266666667,31031.817111111115,66144.87533333333,22021.227857142854,33261.70710526315,63907.612444444436,12384.0934375,12081.18318181818,6840.134871794873,7.805
2010-04-02,54487.834222222235,43492.61466666667,8764.078444444443,25760.974444444448,33842.237674418604,5135.182857142858,29789.791333333334,31961.53022222222,20658.579772727277,18111.106222222224,12278.652666666667,4859.382325581395,31509.133777777774,15001.571555555554,19670.182888888892,10665.31311111111,14272.619777777778,1752.4362068965515,6279.155,6528.2513333333345,10426.972432432432,23083.363157894735,7706.079736842107,11296.757045454546,10346.561025641024,1513.698108108108,883.735581395349,4988.349999999999,4830.827297297297,1863.660243902439,6238.478333333334,8164.834210526316,17428.56189189189,3255.9054054054054,1793.1891891891892,3336.9361111111116,62640.037111111116,,45927.12222222222,1302.0305263157895,5684.698837209303,,4812.633157894737,20.692400000000003,20121.464666666667,-41.14714285714285,791.8145454545454,10904.17576923077,3391.025,21.9516,2383.7874418604656,269.9291891891892,13002.715999999999,8004.100465116279,3356.8158064516133,649.9299999999998,485.1172413793103,51518.89,8749.352888888889,6062.846486486485,44912.10595238095,13100.356666666665,,10.8,24404.89111111111,12442.497692307694,15378.138222222218,13613.409555555552,4878.553414634147,2147.289534883721,11547.623409090911,45555.40577777778,33179.44688888888,73116.14644444444,26496.043333333335,37817.383421052626,68186.00288888889,14657.9153125,13346.812558139534,8223.951,20.0
2010-04-09,33754.37377777778,42291.72422222223,8084.41911111111,24845.51777777778,22476.054651162787,4912.202619047619,24346.34577777778,29206.898222222222,20523.402045454543,17974.60933333333,13529.80377777778,4553.705348837209,30282.69844444445,13949.475333333332,24661.198222222225,9534.596,7221.237777777779,1835.206153846154,5793.428205128205,5521.147777777777,9400.085945945948,24145.888461538463,7783.682972972971,11280.873333333335,9556.20775,1489.6902702702703,852.7425581395349,5311.312162162162,5117.219999999999,1749.4424390243903,6229.847857142858,7411.175,20388.77594594595,3764.8156756756753,1807.5783783783781,3089.9466666666667,62673.039111111124,,44644.40066666667,1518.6247368421052,5322.044651162791,1.0,4193.599736842106,16.348333333333333,19551.294222222223,35.25,686.4,9123.051851851851,2622.6363636363635,22.423571428571428,2191.9469767441856,214.32189189189188,11184.069500000001,7913.335000000002,3414.0606451612903,621.7715555555556,370.5,50506.17,6485.323111111109,5479.482702702702,42772.744523809524,13285.226888888888,,12.0,23123.227777777778,12377.912564102562,14939.297777777778,12499.74822222222,3972.278292682927,1979.7567441860463,10509.387272727272,42264.631555555556,33059.51111111111,70335.80222222222,27693.102195121955,36136.66475,67560.74444444446,14586.768437499999,13655.95651162791,7307.409285714286,0.01
