Date,Store,Date,Weekly_Sales,IsHoliday
2011-01-07,19,2011-01-07,42431.88,False
2011-01-07,7,2011-01-07,26164.3,False
2011-01-07,40,2011-01-07,22450.25,False
2011-01-07,18,2011-01-07,60791.43,False
2011-01-07,28,2011-01-07,55717.35,False
2011-01-07,6,2011-01-07,44653.98,False
2011-01-07,29,2011-01-07,21825.64,False
2011-01-07,5,2011-01-07,10998.63,False
2011-01-07,41,2011-01-07,45378.27,False
2011-01-07,39,2011-01-07,60251.88,False
2011-01-07,30,2011-01-07,13637.65,False
2011-01-07,16,2011-01-07,26893.8,False
2011-01-07,17,2011-01-07,59977.5,False
2011-01-07,26,2011-01-07,24002.83,False
2011-01-07,43,2011-01-07,19339.88,False
2011-01-07,36,2011-01-07,12179.72,False
2011-01-07,44,2011-01-07,8911.5,False
2011-01-07,31,2011-01-07,52483.9,False
2011-01-07,38,2011-01-07,9759.53,False
2011-01-07,25,2011-01-07,31303.5,False
2011-01-07,33,2011-01-07,6166.06,False
2011-01-07,35,2011-01-07,33206.68,False
2011-01-07,34,2011-01-07,33746.05,False
2011-01-07,4,2011-01-07,90467.13,False
2011-01-07,20,2011-01-07,73125.57,False
2011-01-07,2,2011-01-07,62974.44,False
2011-01-07,37,2011-01-07,16253.39,False
2011-01-07,24,2011-01-07,33777.99,False
2011-01-07,11,2011-01-07,48334.53,False
2011-01-07,32,2011-01-07,48188.18,False
2011-01-07,27,2011-01-07,69731.21,False
2011-01-07,21,2011-01-07,38601.01,False
2011-01-07,12,2011-01-07,66767.23,False
2011-01-07,3,2011-01-07,15543.04,False
2011-01-07,9,2011-01-07,23474.96,False
2011-01-07,14,2011-01-07,70335.01,False
2011-01-07,42,2011-01-07,15108.85,False
2011-01-07,15,2011-01-07,22346.06,False
2011-01-07,10,2011-01-07,104581.13,False
2011-01-07,23,2011-01-07,54922.71,False
2011-01-07,1,2011-01-07,43202.29,False
2011-01-07,22,2011-01-07,45804.61,False
2011-01-07,8,2011-01-07,33741.27,False
2011-01-07,13,2011-01-07,69822.04,False
2011-01-07,45,2011-01-07,30531.43,False
2011-01-14,2,2011-01-14,56606.3,False
2011-01-14,30,2011-01-14,13375.5,False
