Date,Store,Date,Weekly_Sales,IsHoliday
2011-01-07,22,2011-01-07,1915.07,False
2011-01-07,45,2011-01-07,889.22,False
2011-01-07,3,2011-01-07,144.94,False
2011-01-07,10,2011-01-07,8023.24,False
2011-01-07,31,2011-01-07,894.45,False
2011-01-07,28,2011-01-07,1015.34,False
2011-01-07,38,2011-01-07,23.06,False
2011-01-07,16,2011-01-07,100.65,False
2011-01-07,20,2011-01-07,1947.19,False
2011-01-07,26,2011-01-07,334.29,False
2011-01-07,35,2011-01-07,396.63,False
2011-01-07,1,2011-01-07,1163.59,False
2011-01-07,34,2011-01-07,645.83,False
2011-01-07,17,2011-01-07,972.84,False
2011-01-07,19,2011-01-07,561.49,False
2011-01-07,43,2011-01-07,161.71,False
2011-01-07,8,2011-01-07,774.28,False
2011-01-07,32,2011-01-07,868.34,False
2011-01-07,27,2011-01-07,6025.06,False
2011-01-07,40,2011-01-07,253.63,False
2011-01-07,2,2011-01-07,1370.59,False
2011-01-07,36,2011-01-07,31.55,False
2011-01-07,37,2011-01-07,166.05,False
2011-01-07,41,2011-01-07,1526.11,False
2011-01-07,21,2011-01-07,1076.59,False
2011-01-07,44,2011-01-07,100.37,False
2011-01-07,30,2011-01-07,105.67,False
2011-01-07,12,2011-01-07,3173.91,False
2011-01-07,42,2011-01-07,87.32,False
2011-01-07,33,2011-01-07,26.86,False
2011-01-07,24,2011-01-07,945.32,False
2011-01-07,39,2011-01-07,1063.79,False
2011-01-07,9,2011-01-07,309.55,False
2011-01-07,7,2011-01-07,132.92,False
2011-01-07,13,2011-01-07,3229.27,False
2011-01-07,25,2011-01-07,666.58,False
2011-01-07,29,2011-01-07,240.35,False
2011-01-07,4,2011-01-07,1839.59,False
2011-01-07,18,2011-01-07,1054.61,False
2011-01-07,5,2011-01-07,129.17,False
2011-01-07,14,2011-01-07,7176.68,False
2011-01-07,11,2011-01-07,902.64,False
2011-01-07,6,2011-01-07,1613.45,False
2011-01-07,15,2011-01-07,371.54,False
2011-01-07,23,2011-01-07,2709.23,False
2011-01-14,23,2011-01-14,699.53,False
2011-01-14,10,2011-01-14,941.09,False
2011-01-14,35,2011-01-14,143.71,False
2011-01-14,2,2011-01-14,857.94,False
2011-01-14,27,2011-01-14,1648.52,False
2011-01-14,42,2011-01-14,107.78,False
2011-01-14,33,2011-01-14,11.88,False
2011-01-14,1,2011-01-14,451.83,False
2011-01-14,16,2011-01-14,131.14,False
2011-01-14,24,2011-01-14,275.31,False
2011-01-14,22,2011-01-14,775.32,False
2011-01-14,7,2011-01-14,125.17,False
2011-01-14,19,2011-01-14,531.89,False
2011-01-14,12,2011-01-14,949.15,False
2011-01-14,36,2011-01-14,29.42,False
2011-01-14,41,2011-01-14,998.83,False
2011-01-14,25,2011-01-14,419.59,False
2011-01-14,3,2011-01-14,166.48,False
2011-01-14,38,2011-01-14,89.95,False
2011-01-14,11,2011-01-14,408.58,False
2011-01-14,44,2011-01-14,112.53,False
2011-01-14,26,2011-01-14,249.35,False
2011-01-14,34,2011-01-14,371.84,False
2011-01-14,5,2011-01-14,55.34,False
2011-01-14,15,2011-01-14,257.64,False
2011-01-14,28,2011-01-14,313.25,False
2011-01-14,21,2011-01-14,435.34,False
2011-01-14,37,2011-01-14,164.99,False
2011-01-14,45,2011-01-14,287.48,False
2011-01-14,31,2011-01-14,524.21,False
2011-01-14,4,2011-01-14,835.34,False
2011-01-14,29,2011-01-14,236.01,False
2011-01-14,18,2011-01-14,436.18,False
2011-01-14,43,2011-01-14,119.78,False
2011-01-14,13,2011-01-14,728.02,False
2011-01-14,8,2011-01-14,459.14,False
2011-01-14,14,2011-01-14,848.05,False
2011-01-14,6,2011-01-14,711.93,False
2011-01-14,17,2011-01-14,562.83,False
2011-01-14,9,2011-01-14,246.57,False
2011-01-14,30,2011-01-14,153.45,False
2011-01-14,39,2011-01-14,393.46,False
2011-01-14,40,2011-01-14,290.15,False
2011-01-14,32,2011-01-14,662.53,False
2011-01-14,20,2011-01-14,837.0,False
2011-01-21,24,2011-01-21,437.65,False
2011-01-21,1,2011-01-21,481.23,False
2011-01-21,15,2011-01-21,312.89,False
2011-01-21,12,2011-01-21,736.34,False
2011-01-21,37,2011-01-21,126.1,False
2011-01-21,20,2011-01-21,848.97,False
2011-01-21,9,2011-01-21,139.88,False
2011-01-21,11,2011-01-21,586.4,False
2011-01-21,39,2011-01-21,484.07,False
2011-01-21,42,2011-01-21,60.44,False
2011-01-21,33,2011-01-21,17.82,False
2011-01-21,4,2011-01-21,765.73,False
2011-01-21,13,2011-01-21,728.16,False
2011-01-21,23,2011-01-21,580.77,False
2011-01-21,44,2011-01-21,94.45,False
2011-01-21,25,2011-01-21,550.09,False
2011-01-21,14,2011-01-21,686.72,False
2011-01-21,7,2011-01-21,86.34,False
2011-01-21,34,2011-01-21,343.69,False
2011-01-21,29,2011-01-21,171.08,False
2011-01-21,32,2011-01-21,735.75,False
2011-01-21,43,2011-01-21,131.85,False
2011-01-21,10,2011-01-21,1009.23,False
2011-01-21,35,2011-01-21,209.19,False
2011-01-21,18,2011-01-21,350.85,False
2011-01-21,40,2011-01-21,252.44,False
2011-01-21,27,2011-01-21,958.88,False
